timestamp,namespace,pod,node,cpu_usage,cpu_limit,cpu_request,cpu_throttling,memory_usage,memory_limit,memory_request,memory_rss,network_receive_bytes,network_transmit_bytes,network_errors,restarts,oom_killed,pod_ready,pod_phase,disk_read_bytes,disk_write_bytes,disk_io_errors,pod_scheduled,pod_pending,pod_unschedulable,container_running,container_terminated,container_waiting,pod_uptime_seconds,cpu_utilization_ratio,memory_utilization_ratio,CPU Throttling,High CPU Usage,OOMKilled (Out of Memory),CrashLoopBackOff,ContainerNotReady,PodUnschedulable,NodePressure,ImagePullFailure,network_receive_MBps,network_transmit_MBps,disk_read_MBps,disk_write_MBps,alert_score,alert
2025-04-13T17:12:09.607653,disk-fill-ns,disk-fill-575498fcbf-g4pld,clusterbusters-control-plane,0.0,0.0,0.0,0.0,913408.0,0.0,0.0,253952.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2030.1889998912811,0.0,913408.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,alert
2025-04-13T17:12:09.607653,kube-system,etcd-clusterbusters-control-plane,clusterbusters-control-plane,1.8508792324260812,0.0,0.1,0.0,248119296.0,0.0,104857600.0,223191040.0,847.7873184788646,18453.9376612086,0.0,0.0,0.0,1.0,0.0,91527.85362585966,176908.75171334646,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2828.2379999160767,0.1480703385940865,248119296.0,0,0,0,0,0,0,0,0,2.858716244644935e-07,6.222618600195206e-06,3.086294832378433e-05,5.96531596214728e-05,1,alert
2025-04-13T17:12:09.607653,kube-system,kindnet-zdd89,clusterbusters-control-plane,5.739581020038985,0.1,0.1,0.0,64557056.0,52428800.0,52428800.0,33013760.0,907.2741331112828,19457.247717977338,0.0,0.0,0.0,1.0,0.0,113176.39368840202,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2823.650000095367,0.0573958102003898,1.231328125,0,0,0,0,0,0,0,0,3.064275100167346e-07,6.571592589719828e-06,3.822478702405257e-05,0.0,1,alert
2025-04-13T17:12:09.607653,kube-system,kube-apiserver-clusterbusters-control-plane,clusterbusters-control-plane,5.478387534474799,0.0,0.25,0.0,1287925760.0,0.0,0.0,1217773568.0,858.0623732606113,18088.930843996925,0.0,0.0,0.0,1.0,0.0,303072.8657615307,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2829.680000066757,0.4318535007041505,1287925760.0,0,0,0,0,0,0,0,0,2.8918890024099283e-07,6.096430959246882e-06,0.00010214328407084623,0.0,1,alert
2025-04-13T17:12:09.607653,kube-system,kube-controller-manager-clusterbusters-control-plane,clusterbusters-control-plane,1.2971410120656508,0.0,0.2,0.0,165392384.0,0.0,0.0,121143296.0,880.8513509194917,19043.98433366593,0.0,2.0,0.0,1.0,0.0,155387.76603435376,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2830.3529999256134,0.103771280965252,165392384.0,0,0,0,1,0,0,0,0,2.967987773842153e-07,6.4167821969688985e-06,5.2357187091009955e-05,0.0,4,alert
2025-04-13T17:12:09.607653,kube-system,kube-proxy-w9frj,clusterbusters-control-plane,0.0888187060565314,0.0,0.0,0.0,55148544.0,0.0,0.0,27648000.0,868.8735013321491,18611.914409413857,0.0,0.0,0.0,1.0,0.0,78667.24313711716,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2825.9790000915527,0.0071054964845225,55148544.0,0,0,0,0,0,0,0,0,2.932160297014229e-07,6.280904688546646e-06,2.6547589108030866e-05,0.0,1,alert
2025-04-13T17:12:09.607653,kube-system,kube-scheduler-clusterbusters-control-plane,clusterbusters-control-plane,0.8694146981762865,0.0,0.1,0.0,83480576.0,0.0,0.0,51007488.0,826.9896425876344,17676.922525051337,0.0,1.0,0.0,1.0,0.0,92259.61480815009,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2831.3099999427795,0.0695531758541029,83480576.0,0,0,0,0,0,0,0,0,2.785561390613357e-07,5.954143843515997e-06,3.107594190881417e-05,0.0,2,alert
2025-04-13T17:12:09.607653,litmus,chaos-mongodb-0,clusterbusters-control-plane,6.049521163450214,0.0,0.0,0.0,301010944.0,0.0,0.0,192323584.0,3153.8704837001296,16295.54916441097,0.0,0.0,0.0,1.0,0.0,282147.4183904896,22512.05259517509,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2734.0920000076294,0.4834874116407882,301010944.0,0,0,0,0,0,0,0,0,1.100096586935691e-06,5.684024791335004e-06,9.841539580913426e-05,7.852393544015798e-06,1,alert
2025-04-13T17:12:09.607653,litmus,chaos-mongodb-1,clusterbusters-control-plane,6.217118424952029,0.0,0.0,0.0,293134336.0,0.0,0.0,194916352.0,2669.471819744556,3161.5796835159936,0.0,0.0,0.0,1.0,0.0,285967.3797273007,20806.44071546023,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2677.348999977112,0.4971688300503614,293134336.0,0,0,0,0,0,0,0,0,9.508684571501143e-07,1.1261577565968349e-06,0.00010186185864384937,7.411274408503835e-06,1,alert
2025-04-13T17:12:09.607653,litmus,chaos-mongodb-2,clusterbusters-control-plane,5.8513690273860455,0.0,0.0,0.0,402104320.0,0.0,0.0,296767488.0,2345.016595660024,2753.6955114821685,0.0,0.0,0.0,1.0,0.0,264752.76068437577,20180.65953331856,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2659.890000104904,0.4676750795987496,402104320.0,0,0,0,0,0,0,0,0,8.407799189963433e-07,9.873072512021713e-07,9.49241916216015e-05,7.235553607219025e-06,1,alert
